,reviewID,reviewContent,rating,usefulCount,coolCount,funnyCount
2992,KZPXFD-Db0XGgVta97Nzrg,"The location and the atmosphere of the hotel is nice,  The rooms were comfy and great view. However, the service is absolutely awful and unacceptable.It was hectic and chaotic and not what we would expect from a 4-star hotel, let alone the W. I am a frequent patron of the Starwood Family and this was absolutely dis-concerning. The concierges didn't even know the area, nor were they friendly or helpful. And when I finally dragged out of them a recommendation, it was probably the worst meal we ever had. He basically googled the restaurant that was closest to where we were going. Unacceptable.     The Acura car was never available and the spa was not enjoyable. The bar-tending staff was rude and slow. The elevator took forever and in a elevator conversation with another guest, they initiated the conversation on how disappointing this hotel was and chaotic and relaxing. So glad I was not the only one! I wouldn't return with all of the great hotels in Chicago.",1,0,0,0
2993,jJzUEbNzqMG3knGxjLrj1A,"I'm definitely a fan of W Hotels, but I can't say this location is one of my fav's!  As other's have mentioned, the retro-fit was poorly done and it's especially noticeable when it comes to their heating or air-conditioning.  The rooms have a tough time keeping a consistent temperature, and the hallways are either overly warm or overly cold.  Tough to find common ground. The bright side is, service doesn't get much better.  There's nothing this hotel won't do to help make your stay more enjoyable.  From great restaurant recommendations to driving you in the Acura Experience.  (which btw, is very common among W Hotels). So it's really a toss up for me....the the prices the command, I really don't believe there's room for imperfection.  As a matter of fact, try ordering a bottle to the room, and you'll probably fall off your chair - $250 bottle, $3.50 delivery, $51 bottle service, and $26 tax....WTF!!!!   are you serious!!!??? As for location, there's a great lake view, you're right by Navy Pier, and you're about 3 blocks (long blocks though) from Michigan (Magnificent Mile).  So while I'd agree there isn't all that much within the immediate block of this hotel, there are many options if you walk a few blocks. It's a toss up for me....but I think they'll have trouble getting my business again.....too many choices in the great City of Chicago to be paying top dollar and receive sub-par value.  Just my opinion.",3,1,1,0
2994,0z6LXr8NFM6Cph1T4,"Just what you expect from the W. Good customer service, comfortable room, and great location. If you're looking for a sure thing, the W usually never fails",5,0,0,0
2995,r3F,"W hotels and ""child-friendly"" are two terms that don't normally go together.  Usually, the trendy euro vibe, techno music and stylish bar/lounge make it the kind of place that parents used to go to. However, this W is different.  The location next to Navy Pier and all of the child-friendly parks and activities in the neighborhood mean that parents with young kids flock here, especially on a holiday weekend.   The hotel itself seems to have an identity crisis about this. Others have mentioned the poor use of the rooftop - the event-only space that apparently used to be a great restaurant.  On the pool level, a great outdoor patio overlooking Ohio St Beach and Lake Michigan is poorly utilized with a small, lonely bar and a few high tables. Where are the lounge chairs and the music that would give it a Rio or Miami-style vibe? Instead, with a small grill serving hot dogs and burgers, it had a family cookout feel, and it shut down around 8 (perhaps because the kids needed to get to bed). Speaking of kid-friendly areas, the pool area has no hot tub, but comes with pool toys so that the young ones can have fun.  It's also difficult to get food and drink service there (apparently you have to pay a 20% service charge and a delivery fee if you want anything other than the kid friendly food and limited bar on the patio.) One more gripe - in the morning, hot water was iffy in the shower - maybe it's tough to get it all the way up to the 32 floor. With all that said, since I wasn't traveling with kids, you may wonder why this place gets 3 stars? The answer? The view from a room on a high floor is downright breathtaking - get a room with a lake view if at all possible. The view can stand toe-to-toe with any ocean view on a sunny day, and is well worth seeing for yourself. The room was laid out so that you could see the view from everywhere (including the shower). The peaceful beauty of it might even help soothe you after a day with the kids. If the W starts a family-friendly line, this might be ground zero. But for the single partiers, guys/ladies nights out or young couples, I say go for the other W - City Center. For families and those that love a nice view, come on over - you won't be alone.",3,1,0,0
2996,hQDOiV-HjEB1XhChjzR2iA,"This W has a fair amount of pros and cons for me. Pros - great views of Lake Michigan, clean rooms, fresh baked chocolate chip cookies in the afternoon, Fonte coffee in the morning, very helpful concierge, decent sized gym. Cons - Not ideal for business travel since it is kinda far from everything business (and also a hike from the El), very poor a/c in the lobby/common areas/elevators.  I was there this past week when it was in the mid-90's and it was absolutely unbearable outside of the actual guest room. There is a nice lobby bar, which gets a decent amount of action at night but other than that, there is not too much within a short walking distance of this W.  On the other hand, cabs are easily accessible.",3,0,0,0
2997,wE02M8JXoU8ZosT7Pnz2Dw,"When we arrived we saw a sparkly huge W that made us get even more excited. We headed to Chicago for a smaller family vacation, only taking us an hour to get from the northern suburbs to Chicago, Perfect location!! The also give you Bliss prouducts, which smell very good. Now onto the bad side.... We found cut toenails on the floor of our hotel, I was thinking maybe even the cleaning ladies didn't want to clean it up so they left it there. That was on our first night so we were not pleased. They charge you for calling out of your room, and DOWN THE STREET. not happy about that either. The atmosphere was good, down the street from Navy peir, and we almost stayed because of a gymnastics meet I went to. Okay, Not recommmended, but a place stay.",3,0,0,0
2998,1PdpMpoD6yEYIrCnFmLSYQ,"A solid hotel, near Navy Pier. Good for business during the week, and a happening nightspot on the weekends (anticipate Vegas style noise from the drunks in the hallways Friday and Saturday nights). The bar had the usual mix of great bartenders and crappy, unattentive ones. If I recall, Mich Ultras we're $6 bucks, which seems kinda high, even for Chicago. We were there at the same time as an instagram party, which meant we got some gratis apps, and watched as people attempted to look more important than they really were, a la Hollywood style. The hotel room itself was nice, clean, everything as it should be, though as with many of the W chain, the bathroom is not sealed, rather has plantain shutters between the toilet and the bed...which when paired with the lack of a vent fan, can be awkward for a romantic weekend. The gym was small, yet well appointed. Wifi is free in the lobby...but they try to make you pay in the rooms. No surprises here.",4,1,1,1
2999,MYTxZuBDOBLKU1Pg2urjRg,"I always favored the W on Lake Shore. I guess thats why I am an SPG member! The location is key for shopping, dining, beach and Navy Pier. A relaxed, enjoyable atmosphere at the lobby bar. I don't have any complaints! Thank you W for another enjoyable stay! Until next time.....",4,0,0,0
3000,Ds8yI7XNOsAbxHRZnWdW4A,"It is a W. And I love W's. Chic. Sexy. Stylish. Super hot staff. . Three reasons it wasnt a 5: - the location has a great view, but it is a little bit farther from the real mix of River North. I found myself in cabs more than I usually do in Chicago (though cabs are cheap and easy to get) - House cleaning is slow. If I leave at 830 and come back at 415- I expect my room to be cleaned. It wasnt - twice in 5 days. Not good enough. - I used their house dry cleaning service to clean and press a suit. The prices on the dry cleaning were what you'd expect from an in house luxury hotel service. The issue? I had a small split by one seam of my suit pants. SMALL. Asked if they could repair it (i could have with a needle and thread) and they said yes. They did, for $61! Sixty one dollars? Give me a break. $10 is standard, so $20 would have been standard for a hotel. They also just did it, and didnt tell me how much it would be. I was floored. None the less, I will stay here again. In the summer, the activity and proximity of the lake are unbeatable.",4,2,1,0
3001,WIAAY2QwI8OX9CBJNzzszg,"Love this hotel!!!! Would love it more if I was in my twenties, lol, but I can pretend.  The rooms are absolutely amazing and the views are completely unobstructed overlooking the lake! Dress cool tho when checking in, no pjs or sweats, you will look like an idiot, and that is just one of the many reasons I LOVE LOVE LOVE this place!",5,0,0,0
3002,P-8N7PlIzcNE5FPlsWITrg,"Stayed over the Christmas Holiday this year! This place is HOT! Friendly helpful service! Upgraded to a suite with a great view! Had some family over for pre dinner drinks and appetizers, room service was fast and efficient and the food recommendations were out of this world! I highly recommend the W-Lakeshore when in Chicago!",5,2,2,0
3003,EbuqwbBYq63TyulTrJqa1Q,"Looked at this hotel for our wedding venue. The ballroom has amazing views - Navy Pier, the Lake, the City lights. We almost booked it strictly for the Saturday Night Firework Show that we would have just for our wedding (not the rest of the city of Chicago). :) The reason we didn't book here was just that the room was too dark and a little on the small side. We were told we could fit our 150 guests but just didn't feel like it would work. And we would have needed to invest in a lot of rentals (linens, chair covers, and draperies) to brighten up the space to fit our look/feel. Would definitely recommend this ballroom for anyone looking for a modern, city, stylish, and intimate wedding reception.",4,2,0,0
3004,QyZQpwn6t31pOg9SSyO13Q,"First time staying @ a W and if they are all like this one, probably the last. Booked a 2 night stay here over the holidays to take advantage of their indoor pool and take the family out to downtown restaurants for a change. The room was tiny and so was the bathroom.  Unlike the Renaissance on Wacker which has 2 queen size beds and plenty of room, this place can only squeeze in two doubles and barely leave enough room to move around.  It's so bad, that they do not even have a luggage rack: no place to put it.  So basically you put your suitcase on a shelf just below where all your clothes would hand in their wall mounted organizer. The bathroom also lacks a real door.  We had a sliding bamboo door and shutters. I shit you not!  There are wooden shutters in a wall separating the main room from the bathroom. Front desk service here is a hit or miss as well.  Checking in, I said I did not have my Starwood card with me.  In most places they volunteer to look it up or provide some guidance to earn points after the fact.  Not here, she just ignored me.  Not a big deal, as I seldom stay @ Starwood properties; prefer Marriott and Hilton brands. Parking here is $53 a night, which is steep even by downtown standards.  If you are heading to Navy Pier, the location is great.  If you want Michigan Ave or the many restaurants 100E-500W, then you have a nice hike ahead of you.",2,2,0,0
3005,KXYcG-,"The view of this hotel is phenomenal. I have been here for both accommodation and events. Either way, I got to enjoy the scenic view of the lake shore. You can also see the Navy Pier from the top floor. It hosts great events, including one with the founders of Gilt.",4,0,0,0
3006,iNJBGcMAszfBiLgO14UEtg,"Had an OK experience. Room was extremely small (we had to squeeze sideways between the bed and TV), bed was comfy, location was good, views were lacking. Good location as far as being within close proximity of Chicago hotspots. Nothing super memorable, though.",3,0,0,0
3007,Inp-qT5ZZHAw7gEPTt0e0A,"I have stayed at the W - Lakeshore many times before and always enjoyed it.  The overall vibe of the place is right up my alley.  Modern, minimalist, and cool.  From the moment the helpful and friendly front desk staff checks you in, you know this place is about details. The rooms are great!  Well, I should say that the beds are the best ever.  The 'Heavenly Bed' is just that, heavenly.  When I upgrade my own bed at home, it will be to a Heavenly Bed.  I can't say enough good things about how great I sleep on it.  Maybe they are spiking the Bliss spa products that they stock the bathroom with.  I'll steal these every chance I get! The bonus at my last stay was being able to see the Navy Pier Fireworks at NYE! Can't wait for my next stay!",5,0,0,0
3008,wQOdiDnkQDMHgUILX,"This W was very nice. Right on LSD, a couple blocks from the Mag Mile, and we got a 14th floor view of the lake and Navy Pier. The rooms seemed pretty clean and I liked the cute little shutters you can open between the bathroom and the rest of the room. Also loved the full length mirror they provided and the robes. Staff was super helpful and I used the concierge multiple times. Definitely talk to them and get coupons and passes to things before you go anywhere. Breakfast was pretty good, but pricey if you don't have a breakfast coupon.",4,0,0,0
3009,aSR7X6sCICG2thjN3DkSJA,"I just finished a two night stay at the W Lakeshore while job hunting and networking in Chicago.  It's a nice hotel with some minor problems, and thank goodness the rate was as good as it was (for the W, anyway).  It's a great option for those looking to stay near the Magnificent Mile and the Navy Pier.  Not so much if you're heading to the Loop. Pros: -The bed was the best hotel bed I have ever slept on: super comfortable and very plush -Hotel gym is one of the best I've seen: great views of the lake for the cardio equipment and a really nice indoor pool -Desk attendants downstairs were very attentive and willing to respond to any request -The restaurant was decent -Magnificent views of Lake Michigan and the Near North -Shower designed so that you can steam your clothes in the bathroom and not burn your hands trying to turn off the water.  Underrated but really nice feature! -Great location if you're doing business in the Magnificent Mile area Cons: -Shower itself was ok; not strong enough -Shampoo/Conditioner smelled terrible; seriously thought about going to Kiehl's nearby to get samples instead. -Wicker/Bamboo accents in the room were one shutter-slat away from being a Hollister. -Because the hotel building was rehabbed to be a W, there are some dings and older, slightly broken features in the rooms. -Desk staff RARELY answered the phone when I called down from my room.  I had to go downstairs to request anything from them. -Horrible location if you're spending most of your time in The Loop; also really far from the El -In room WiFi was kind of expensive -Ceiling in the gym was too short Overall: Hotel has some great features and plenty of room for improvement.  I'm sure there are better W Hotels elsewhere, and despite a really awesome bed, will likely stay elsewhere next time I come to Chicago.",3,0,0,0
3010,bxo-UwSSB6MlQiZpVxyt8g,What a beautiful hotel! Check in was fast and simple. The room was clean and the decor was pretty. Our room had a view of the Navy Pier which was cool. I'd for sure stay here again.,5,0,0,0
3011,x9AGXAW2-aaNBbrkV,"3 separate stays here. I am a fan! Check in: I actually am a fan of the subtle vanilla/botanical scent that welcomes you when you walk into a starwood hotel. The staff are friendly and they do recognize the fact that you have stayed with them before. They always have room rates which includes valet parking ($53/night with in/out privileges) and 2 free drinks at the lobby bar (and it's not just well drinks. They do include top shelf). Room: Very clean. There is a day-bed looking furniture for lounging. The desk area isn't my favorite as it's not quite functional.. but if I was travelling for pleasure, it wouldn't matter much to me. They do offer 500 SPG points for foregoing daily cleaning service.  Internet costs $.  Also- there is an open panel between the bedroom and the bathroom. You can get your privacy by closing the wooden shutters. It's visual proof, but not soundproof. If you're there with someone you're not too comfortable with, you might want to look for another hotel. Business center: it's called ""wired""... It costs $$ just to sign onto a computer. Printing service also costs $$... Not ideal... Lobby bar: staff is okay. About $14 for johnnie walker black, plus $2 for ice! I find it ridiculous... but thanks to my free drink vouchers, I only had to pay gratuity. Lobby restaurant: Limited menu with small plates. Scallops are EXCELLENT! a little salty, but wonderful... And the truffle fries are to die for. Coffee: there is a small coffee station in the lobby every morning. Nothing too spectacular... But there is a starbucks a block away from the hotel. Call down to valet to get the car, walk down to get coffee and you'll be good to go by the time you get back.",4,0,0,0
3012,fc0NktoSDzirh7Iey-YRGA,"This is the standard against which I compare all the other Starwood hotels I stay at. I have been coming to this hotel since 2005, and have only high praise for the entire staff and the complete guest experience here. Some of the highlights: The valets that assist you on arrival (and greet you by name after the first time they hear it), and come find you when your car service arrives outside. Front Desk staff with exceptionally welcoming attitude, demeanor, and helpfulness. +1 for being able and willing to accommodate and change my rooms when I found loud air conditioners or neighbours with barking dogs upon arrival. +1 again for being able and willing to work with me when I needed to cut short my stay due to a hurricane bearing down on my home. A concierge desk that I can happily blame for helping me put on about 10 pounds due to extraordinary restaurants recommended to me during my stays. Most impressive was their willingness to research matters that they didn't know off the top of their heads, and get back to me shortly thereafter. Whatever/Whenever staff that actually respond to orders submitted via the iPhone app (other W Hotels please take note!). I usually ""make a green choice"", and whenever I've needed things in my room restocked, W/W are very much on top of their game. Great bartenders in the downstairs lounge. I usually only expect my local bar to know what to pour me when I walk in, but after two days, the Living Room had my orders at a glance. Good bar nibbles as well as proper meals on the premises. The high-floor views are unparalleled, but go to Whiskey Sky for the fireworks shows. I know part of it is SPG recognition (some years I'm Gold, some years I'm Plat), but all in all it seems to be the way they do business, and very few other hotels compare.  I've strayed to other hotels in Chicago just to see what's out there, which has only served to remind me to come back ""home"" to the W Lakeshore.",5,0,0,0
3013,pcslzdYTytL2R7Ey-KIsog,"I booked the ""Marvelous Suite"" (corner of hotel; lake view) for the Air & Water show, and I've never paid happily paid so much for a hotel room in my life :)   I couldn't stop looking out the window at the absolutely gorgeous view. Notes: - If you want a coffeemaker or mini-fridge, you'll need to request one.   - Use the roll-down shades behind the bamboo ones to block AM light - Expect full elevators during busy periods - Large sink countertops are great for spreading out toiletries/etc - Bliss shampoo/conditioner/etc = delightful - Location is super convenient - Walls are a bit thin - Staff is very friendly, professional and accommodating As for the people complaining that the lobby is essentially a bar, you are clearly the folks who need a drink the most.",4,1,0,3
3014,DHopZQGwvUJLN1hy15w56w,"So we ""took the long way home"" after an epic business trip. That's code for making up a reason to go somewhere cool to just drink. We drove from Kalamazoo, arrived around 8, had a drink in the lobby and proceeded to hit as many bars and restaurants  we could find before crashing at around 2. We were up by 8 to make a flight.  So, if you do the math, we spend about 7 hours at this W. That said, yeah, I'm totally a fan. This is the kind of place that is thinking about how to make an impression even if you don't notice. Well, I noticed - probably because that's my job. An example: taking the elevator after check-in, I noticed the rugs said ""good evening"". Through the fog of the previous night, the next morning I noticed they said ""good morning"". Possibly kitchy but the W can totally pull that kind of stuff off. So, I didn't spend enough time there to weigh in on the food or much of the service but from a pure ""great place to crash"" perspective, yeah - I'm totally a fan.",5,0,0,0
3015,eJJua04dWZLurRy6YrhAYw,"Have you ever met a drink that just changed your world?? The mango mojitos are just to die for! These babies can probably bring world peace and end all wars after one sip or gulp.  They are made right in front of you with fresh fruit and mint. (Thanks Mitchell now I crave mojitos! haha) They do come in other flavors as well, but who doesn't like mango???? You can take your fabulous mojitos and sit out side on the warm nights or days...there is lake michigan in front of you. Word to the wise it can get quite packed on weekend nights, so go a little early. The hotel its self is not too bad. Good views over all.  Great guest service. Bliss soaps, shampoos and lotions in the bathroom. Its also a great way of trying out Bliss products instead of shelling out the 30 plus bucks. I am not a big fan of the whole wooden window thing that seperates it from the room. Couldn't they just use frosted glass like aloft??? Overall, the rooms are good. There is a pool upstairs, but it is small and not heated in the winter...bburrr!!! The W also has a bar on their top floors. Before it used to be open to who ever, but now you must present a key to get up there. Nice for their guests safety. Since it is now just for guests, the bar can be a hit or miss with the crowd and music. Recap: Bar upstairs (meh) + hotel room and stay (good) + lobby bar (good)= we will give you a 3",3,1,3,1
3016,nsmY4w6yTR-IF99IB7evUA,"I go back and forth between staying at this W and the W Chicago City Center and realized today I had never written a review.  I am so sorry about that W Chicago Lakeshore - please forgive me...I was not trying to slight you by only reviewing your sister property. The W Chicago - Lakeshore is another great property.  Service is tip top - and that is what is important.  Check-in is always a breeze, everyone always offering to help.  Going to the Bliss Spa is a great way to spend an afternoon.  And having a drink in the Living Room people watching is a great activity. I ordered room service on a Saturday night from my iPhone using the W Hotel App, and the meals were delivered so fast I thought at first this must be an order for another room.  (Use the W app - great to get things sent up to your room right away!) Like most W's, the hotel was a rehab project - i remember staying in this hotel when it was a Days Inn many moons ago.  The ""shutters"" in the bathroom take some getting used to if you have not seen them previously, but it adds to the quirkiness that I love about this place.  The beds are great to sleep in - great view of Lake Michigan - a great pool on the 8th floor - I could go on and on and on. It is a great location.  But note folks - this is a W - make sure you do your homework and understand what a W hotel is like.  Whimsical.  Whatever.  Whenever.  This isn't a stuffy old traditional property - the Ws have a theme and attitude that I am guessing many of the other reviewers misunderstood...",5,0,0,0
3017,MhW8UbJHOkLJrm9hvCkAZQ,Was truly  disapointed!! it has GREAT lake views and of navu pier as well but thats all it  has going for it. The rooms were okay - quite open concept with a window in the bathroom which opens up ito the bedroom - not sure why you need that? LOL! the lobby and hallways are dark and loud - the W way. We got carded at the bar upstairs and downstairs which was annoying - we were old enough to buy  a room there but not a drink! really?,2,0,0,0
3018,xnjPL6jP-SAqgD9rPc5Juw,"There are some pretty harsh reviews on this hotel.  I've come to realize that not all the rooms in the hotel are the same bc I can't say I have some of the same complaints. PROS: convenient location views of navy pier/lake michigan friendly/helpful staff Bliss products!!! car service to local attractions (must reserve in advance) CONS: crowded elevators in the evenings due to the bar upstairs thin walls (I'm a heavy enough sleeper not to hear anything, but the bf said otherwise) All in all, I had a good experience and would stay here again.",4,0,0,0
3019,VSRoLj0,Pros - View of Lake Michigan - Food was solid combined with outdoor seating - Location - great location - close to Navy Pier & Michigan Ave Cons -Rooms/bathroom are small (even with upgrade) -Air-conditioning obscenely loud (according to the wife) -Rooms look dated but they tried hard to update them (Used to be an old Days Inn) -Wife thought the room smelled (1st room was smoky and we got switched; second room has carpet cleaner overkill) -Service was poor - specifically bell desk shuttling us a new key that never happened and I ultimately headed down there. Conrad & Blackstone are still my go-to properties in Chi-town. Still figuring out the best SPG option.,2,1,0,0
3020,8TviJlrsY9sqbJpXqtFhUg,"What's not to love about a W? This Lakeshore location is close to the Navy Pier and Michigan Avenue shopping. The rooms are a good size with plenty of storage space for suitcases. They have bliss products and a well stocked bathroom. The only thing that was a little weird was the shutters on the bathroom. Other than that, the rooms are stylish and relaxing. You can have a city view with Sears Tower or the Navy Pier and Lake Michigan. They have complimentary cookies, water, and apples in the lobby and you can sign up to use an Acura if you need to get around town. The only drawback is it does get pretty packed at night with the bar/club or if there are events going on upstairs. The lobby can get crowded and the elevators can get pretty full. Other than that, a solid W that I would stay in again when in Chi-town.",4,0,0,0
3021,u8fJ,"I'd been wanting to stay at a W hotel for quite some time and finally got my chance while visiting Chicago. As with any hotel there are pros and cons...pros: location, Bliss bathroom products were fabulous, beds and bedding were very nice (my friend thought the pillows were too soft which i agreed but didn't really mind), quiet and comfortable rooms, room decor was nice, staff was super helpful and fun cons: having to leave a deposit locked out of my account for incidentals (puts a damper on your vacation even before it starts) btw the reservation was prepaid so don't know what that was about, the car service is great if you can schedule it which was hard, having to pay for wifi when really in this day and age it's just plain greedy of them but since i needed it i had to pay for it (smh). overall i liked the hotel was glad i got to stay there i just need to remember to have plenty of money in my account for the 'incidentals' hold",3,0,0,0
3022,D4MS8P3QQgqGl4ESoV4mow,"-Good size room -One side of the hotel has really nice views (I did not get that side unfortunately, but we know that view is gorgeous from waiting for the elevators) -Convenient to the beach, navy pier, bike riding up and down the shore. -NOT convenient to the subway, 7 block walk.  It gets tiring if you are running back and forth from the hotel. -Walking distance to N. Michigan Ave, like 4 blocks. -The Acura Experience is ONLY available from 12pm-7pm - a lot more limiting than you think. Spots also fill up fast, so make sure to book at least a few hours ahead.  To use it, you have to go by their schedule.  We only got to use it once.  The entire ""experience"" is a sales pitch.  Not that I care cuz its a free ride, but just sayiinnn.. -Okay guys, those bathroom windows into the room are not THAT weird. -Love the bliss products in the bathroom!",3,0,0,0
3023,wxfgopuQejwJVxIr0ISh5g,"The service at the w is the worst. Checking in no porter or bell man. Checked in at the front desk and told the lady. She said would you like help with your bags. I said absolutely and told her no one was out front to help. Waited. No one shows up. I take them myself. Concierge is totally unhelpful and completely overwhelmed. The front desk, they live here but don't know where anything is. I just travel advisor it or google map it. Unreal. The wave restaurant is opposite. Food is delicious and service is excellent!!! Checking out, waited 25 minutes for luggage assistance and guess what no one shows up and again I take it downstairs myself. I tell the front desk again. They say they'll send someone up and again I bring the luggage down myself. Worst service in this hotel.",2,0,0,0
